id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool,Tests,Project Type,Execution Time (s),Artifacts,Improved,javaVersion,countMajor,countMinor,countPatch,countPrerelease,countBuildmetadata
49,folksdev_movie-api,12,10,380,359,35,35,157,148,159,150,29,26,maven,true,open source,2368,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,3,0,0,0
50,folksdev_movie-api,12,9,380,324,35,32,157,130,159,137,29,25,maven,true,open source,2112,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,3,0,0,0
51,francoiducat_springboot-minimal-graphql-client,4,4,242,242,23,23,100,100,104,104,15,15,maven,true,open source,1290,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
52,francoiducat_springboot-minimal-graphql-client,4,4,242,242,23,23,100,100,104,104,15,15,maven,true,open source,1393,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
53,gabrieldim_CSV-Export-Spring-Boot,3,3,164,164,17,17,65,65,64,64,18,18,maven,true,open source,942,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
54,gabrieldim_CSV-Export-Spring-Boot,3,3,164,164,17,17,65,65,64,64,18,18,maven,true,open source,1022,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
55,gabrieldim_Email-Sender-Spring-Boot,3,1,158,14,17,1,66,5,64,5,11,3,maven,true,open source,209,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,3,0,0,0,0
56,gabrieldim_Email-Sender-Spring-Boot,3,1,158,14,17,1,66,5,64,5,11,3,maven,true,open source,204,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,3,0,0,0,0
57,gabrieldim_PDF-Generator-Spring-Boot,2,2,128,128,14,14,51,51,53,53,10,10,maven,true,open source,729,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
58,gabrieldim_PDF-Generator-Spring-Boot,2,2,128,128,14,14,51,51,53,53,10,10,maven,true,open source,640,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
59,gavinklfong_spring-investment-platform,6,4,347,174,34,23,155,80,147,69,11,2,maven,true,open source,937,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,3,2,0,0,0
60,gavinklfong_spring-investment-platform,6,4,347,174,34,23,155,80,147,69,11,2,maven,true,open source,712,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,3,2,0,0,0
61,GCS-ZHN_movie-on-server,3,3,110,110,14,14,42,42,48,48,6,6,maven,true,open source,646,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
62,GCS-ZHN_movie-on-server,3,3,110,110,14,14,42,42,48,48,6,6,maven,true,open source,499,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
63,GSMgeeth_medium-coffeeshop-sample,5,5,175,173,20,20,67,67,73,71,15,15,maven,true,open source,951,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,1,0,0,0
64,GSMgeeth_medium-coffeeshop-sample,5,5,175,173,20,20,67,67,73,71,15,15,maven,true,open source,844,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,1,0,0,0
65,GuillaumeFalourd_java-training-api,7,7,242,242,24,24,104,104,98,98,16,16,maven,true,open source,1683,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
