id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool,Tests,Project Type,Execution Time (s),Artifacts,Improved,javaVersion,countMajor,countMinor,countPatch,countPrerelease,countBuildmetadata
4,awslabs_kinesis-kafka-connector,4,3,97,56,3,1,49,31,44,23,1,1,maven,true,open source,210,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,1,2,1,0,0
5,aws-samples_amazon-appflow-custom-jdbc-connector,4,1,66,19,2,1,33,10,30,8,1,0,maven,true,open source,183,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,1,0,0,0
6,fatihhernn_spring-boot-ecommerce,4,4,178,178,19,19,75,75,73,73,11,11,maven,true,open source,943,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
7,GuillaumeFalourd_java-training-api,7,7,249,249,28,28,106,106,99,99,16,16,maven,true,open source,1682,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
8,kanajin_Aqua-docker,11,7,288,233,31,29,112,88,121,93,24,23,maven,true,open source,1757,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,2,2,0,0
9,kyungseo_project-web-starter,39,35,798,597,81,67,304,229,336,250,77,51,maven,true,open source,3118,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,7,5,1,0,0
10,maciejwalkowiak_paseq-maven-plugin,7,1,28,1,2,0,11,0,13,1,2,0,maven,true,open source,133,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,7,0,0,0
11,mohaghighi_Covid19-Web-Application,6,6,218,218,20,20,92,92,90,90,16,16,maven,true,open source,1155,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
12,MrGraversen_minecraft-rcon,5,0,11,0,1,0,8,0,1,0,1,0,maven,true,open source,100,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,2,1,0,0
13,MSmirnov2407_Filmorate,6,6,156,156,23,23,64,64,63,63,6,6,maven,true,open source,921,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
15,olein_Java-AWS-RnD,3,3,152,96,19,21,57,27,66,40,10,8,maven,true,open source,406,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,3,0,0,0,0
16,saiGou-14H_FaceSystem,19,15,545,420,52,46,225,177,226,169,42,28,maven,true,open source,2336,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,1,0,3,0,0
17,supaldubey_blog-server,11,11,324,324,13,13,137,137,150,150,24,24,maven,true,open source,8090,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
18,xxuzhengg_eastmoney,5,4,221,209,23,23,90,85,89,82,19,19,maven,true,open source,1091,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,1,0,0,0
19,yoandypv_todo-api,6,6,268,129,24,20,82,45,125,55,37,9,maven,true,open source,637,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,1,0,0,0
1,NO-ob_LoliSnatcher,1,0,1,0,0,0,0,0,1,0,0,0,maven,true,open source,761,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,2,1,0,0,0
